timestamp,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,ground_truth
0 days 00:00:44.576266667,0.5600613355636597,0.39934360980987554,-0.09657608717679976,0.9998874664306641,0.4398784041404724,0.38944014906883234,-0.15839675068855286,0.9997073411941528,0.5753182768821716,0.5821313261985779,-0.04694775491952896,0.9929911494255066,0.4261717796325683,0.5732828974723816,-0.1278175562620163,0.987104058265686,0.5816277265548706,0.7445727586746216,-0.19322115182876587,0.9888697266578674,0.4242557883262634,0.7482854127883911,-0.2516263425350189,0.944534718990326,0.5947669744491577,0.7937541604042054,-0.23821291327476501,0.9755639433860779,0.4121403098106384,0.7994063496589661,-0.2900100350379944,0.9121749997138977,0.5826776027679443,0.7957607507705688,-0.2844659984111786,0.9784495234489441,0.42202505469322205,0.8031308650970459,-0.3380303680896759,0.9215000867843628,0.5742591619491577,0.7813459038734436,-0.215468168258667,0.977074384689331,0.4279828667640686,0.7895242571830748,-0.2725260853767395,0.9222772717475891,idle
0 days 00:00:44.640433333,0.5663499236106873,0.3991677165031433,-0.1099202483892441,0.9998864531517029,0.4453608095645905,0.3893370628356933,-0.15936827659606934,0.9997189044952394,0.5803589224815369,0.581935703754425,-0.035925183445215225,0.9930652976036071,0.43115419149398804,0.5739510655403137,-0.12384702265262604,0.9879342317581176,0.5861856937408447,0.744667649269104,-0.17727456986904144,0.9892798662185669,0.43000802397727966,0.7486448287963867,-0.2497164011001587,0.9489822387695312,0.5964843034744263,0.7940278649330139,-0.21867473423480988,0.9765488505363464,0.41901570558547974,0.799426794052124,-0.28927987813949585,0.9186013340950012,0.5867669582366943,0.7958510518074036,-0.266949862241745,0.9793133735656738,0.42873215675354004,0.803203821182251,-0.33588308095932007,0.9272761344909668,0.5795575380325317,0.7814494371414185,-0.19958336651325226,0.9780127406120299,0.4344530701637268,0.7894429564476013,-0.2701350748538971,0.9278266429901123,idle
0 days 00:00:44.720066667,0.5713406801223755,0.39898088574409485,-0.11922729015350342,0.9998802542686462,0.4499832093715667,0.39001491665840154,-0.1765154004096985,0.9997326135635377,0.5848006010055542,0.5815007090568542,-0.043490223586559296,0.9922475814819335,0.435526043176651,0.5773767828941345,-0.14160656929016113,0.9883355498313904,0.5914189219474792,0.7447841167449951,-0.1714402735233307,0.9886101484298705,0.4363217353820801,0.748729944229126,-0.26781079173088074,0.9519749879837036,0.6012252569198608,0.7942406535148621,-0.21001258492469788,0.9753477573394777,0.4265701174736023,0.7990783452987671,-0.3072658181190491,0.9226188063621521,0.5921024084091187,0.7958933711051942,-0.257199764251709,0.9782904982566833,0.435742050409317,0.8029124736785888,-0.35067158937454224,0.9309689402580261,0.5855215787887573,0.7816523313522339,-0.19291821122169495,0.9768964052200317,0.4408034682273865,0.7889966368675232,-0.2865855097770691,0.9311913251876831,idle
0 days 00:00:44.784533333,0.575075626373291,0.39889457821846014,-0.11789752542972566,0.999878168106079,0.4540125727653504,0.3909313678741455,-0.17559000849723816,0.9997495412826538,0.5885437726974487,0.5806388258934021,-0.039543479681015015,0.9916359186172485,0.4400034546852112,0.5815742015838623,-0.13758793473243713,0.9889920353889465,0.596373975276947,0.744866669178009,-0.14481398463249207,0.9883347749710083,0.44315618276596075,0.7500957250595093,-0.24492259323596954,0.9554798603057861,0.6072335243225098,0.7942379713058472,-0.17918674647808075,0.9748359322547913,0.4332084059715271,0.7998188734054565,-0.2780405879020691,0.9276214838027954,0.5940272808074951,0.7959854006767274,-0.2220124453306198,0.9778255820274354,0.4433984160423279,0.8034718036651611,-0.31444162130355835,0.9354691505432129,0.5879189968109131,0.7817295789718628,-0.16408494114875793,0.9764354825019836,0.449179470539093,0.789328694343567,-0.2596019506454468,0.9355084896087646,idle
0 days 00:00:44.848533333,0.5810531377792358,0.39907976984977717,-0.11472387611865997,0.9998785257339478,0.45726123452186584,0.39139136672019953,-0.17530640959739685,0.9997667670249939,0.5921259522438049,0.580661416053772,-0.04212866723537445,0.9915894269943237,0.44272342324256897,0.5818175077438354,-0.14022958278656006,0.9897302389144897,0.6002846956253052,0.744812548160553,-0.15690262615680695,0.9885190725326538,0.44786649942398077,0.7500670552253723,-0.24750335514545438,0.9588840007781982,0.6124765276908875,0.7939096093177795,-0.19535097479820251,0.9751717448234557,0.4387052655220032,0.7999619245529175,-0.28185907006263733,0.9325095415115356,0.5969138145446777,0.7960193157196045,-0.2384510487318039,0.9781174063682557,0.4494898319244385,0.8035300970077515,-0.3154071569442749,0.9398838281631471,0.5909906625747681,0.7818068861961365,-0.17660558223724365,0.9767124652862549,0.4553080201148987,0.7893239259719849,-0.2618216872215271,0.9397796392440796,idle
0 days 00:00:44.912600,0.5846554040908813,0.39900165796279913,-0.1262892335653305,0.9998780488967896,0.4571189284324646,0.39146962761878973,-0.1846953630447388,0.9997775554656981,0.5948851704597473,0.580070436000824,-0.05565311387181282,0.9916212558746337,0.44653910398483276,0.5843568444252014,-0.1517535150051117,0.9903055429458618,0.6021992564201355,0.7446243166923524,-0.1832272708415985,0.98886638879776,0.4512011408805847,0.7540791034698486,-0.2658221125602722,0.9617602229118347,0.6129292845726013,0.7934684157371521,-0.224940687417984,0.9758827686309814,0.4431447088718415,0.8041739463806152,-0.30266329646110535,0.9365726113319397,0.5990185141563416,0.7960276007652283,-0.26831963658332825,0.978752613067627,0.45466741919517517,0.8074935078620911,-0.3410494029521942,0.9435792565345765,0.5937468409538269,0.781866729259491,-0.20326903462409973,0.9773101806640624,0.4607695937156678,0.7924234271049501,-0.28193962574005127,0.9433392286300659,idle
0 days 00:00:44.976166667,0.5880434513092041,0.3974458575248718,-0.1252506971359253,0.999880015850067,0.45983824133872986,0.39099982380867004,-0.1828693449497223,0.9997888803482056,0.6012512445449829,0.5765863060951233,-0.052308999001979835,0.9917863011360168,0.450783908367157,0.5846886038780212,-0.14673170447349548,0.9909209609031677,0.6048311591148376,0.7435686588287352,-0.17911440134048462,0.9892917275428772,0.45553484559059143,0.7558196187019347,-0.2611311376094818,0.9645620584487915,0.6141185164451599,0.7916854023933412,-0.220856711268425,0.976753830909729,0.44834405183792114,0.8061500787734985,-0.29843294620513916,0.940610945224762,0.600881814956665,0.7946096658706665,-0.26225745677948,0.9795157313346863,0.4613620638847351,0.809040606021881,-0.33879905939102173,0.9472392201423644,0.5958455801010132,0.7809969782829286,-0.19810667634010318,0.9780392050743103,0.46719422936439514,0.7935782670974731,-0.27833107113838196,0.9468474388122559,idle
0 days 00:00:45.040100,0.5909328460693359,0.3951753973960877,-0.1242348775267601,0.9998796582221985,0.4623893201351166,0.39056527614593506,-0.1820291131734848,0.9998026490211487,0.6048382520675659,0.5744155049324036,-0.05031020566821098,0.9920884370803833,0.4535253643989563,0.5856203436851501,-0.15397480130195618,0.9916054606437682,0.6089794635772705,0.7435517907142639,-0.15520299971103668,0.9895548224449158,0.46016898751258856,0.7572842240333557,-0.2615700364112854,0.967335045337677,0.6174010038375854,0.7914541363716125,-0.1905861645936966,0.9772183299064637,0.4537077844142914,0.8092960715293884,-0.29831093549728394,0.9448274970054626,0.6055197715759277,0.7946387529373169,-0.2291046679019928,0.979870080947876,0.46677774190902704,0.8116236329078674,-0.33730170130729675,0.9510126709938049,0.6007068157196045,0.7809321284294128,-0.17233169078826904,0.9784855842590332,0.4724465906620025,0.795079231262207,-0.27719980478286743,0.9505621790885925,idle
0 days 00:00:45.119966667,0.5952279567718506,0.3941084444522857,-0.10901729017496109,0.999874234199524,0.46644788980484003,0.38917270302772516,-0.17176347970962524,0.9998151063919067,0.607800304889679,0.5743594765663147,-0.03532770648598671,0.9917036294937133,0.4556915760040283,0.5858874917030334,-0.15179726481437683,0.9922415614128113,0.6162179708480835,0.7449633479118347,-0.11936861276626588,0.9895888566970825,0.4618310034275055,0.7580447793006897,-0.25224292278289795,0.9700545668601991,0.6264742612838745,0.7924436926841737,-0.1514468491077423,0.9774285554885864,0.4565241932868958,0.8111034631729126,-0.2861277759075165,0.9490075111389159,0.6131832599639893,0.7969015240669252,-0.18809297680854797,0.9800112843513489,0.47059759497642517,0.8128290176391603,-0.3162246346473694,0.9547178745269775,0.6078100800514221,0.7826673984527588,-0.13543300330638885,0.9787641763687134,0.4764875471591949,0.795743465423584,-0.2640306055545807,0.9542257785797119,idle
0 days 00:00:45.183966667,0.6022384166717529,0.39336356520652765,-0.04168263077735901,0.9998709559440614,0.47144946455955505,0.3872621655464173,-0.09357086569070815,0.9998250007629395,0.6138157844543457,0.5743840932846069,0.014678937382996084,0.9912072420120238,0.4575931131839753,0.585812509059906,-0.0906425416469574,0.9927728176116944,0.6231423616409302,0.7453842163085938,-0.06388385593891144,0.9897439479827881,0.4635276794433593,0.7589452862739563,-0.1701468527317047,0.9725131988525391,0.6344143152236938,0.7928912043571472,-0.09402392804622649,0.9781360030174255,0.45890387892723083,0.8130881190299987,-0.20020489394664764,0.9528214335441589,0.6210911273956299,0.7976108193397522,-0.12587305903434753,0.9805857539176941,0.4733417928218842,0.814636766910553,-0.2286703139543533,0.9580954909324647,0.6151332855224609,0.7830065488815308,-0.07797880470752716,0.9794799089431764,0.4790523946285248,0.7971265316009521,-0.1819046437740326,0.9576214551925658,idle
